,ProteinID,FrequencyA,FrequencyB,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyJ,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyO,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyU,FrequencyV,FrequencyW,FrequencyX,FrequencyY,FrequencyZ,Aromaticity,SSfraction,Isoelectricity,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank,BetweennessCentrality,DegreeCentrality,ClosenessCentrality,HarmonicCentrality,AvgSP
222,P00492,0.045871559633027525,0,0.01834862385321101,0.0963302752293578,0.041284403669724766,0.041284403669724766,0.07339449541284404,0.022935779816513763,0.06880733944954129,0,0.07339449541284404,0.0963302752293578,0.03211009174311927,0.03669724770642202,0,0.041284403669724766,0.013761467889908258,0.05504587155963303,0.05045871559633028,0.05045871559633028,0,0.09174311926605504,0.0,0,0.05045871559633028,0,0.09174311926605504,"(0.3486238532110092, 0.2018348623853211, 0.21559633027522937)",6.21075439453125,0,0.47855480799999994,0.65353141,0.48765902200000005,7.655600143839323e-05,-0.00035044244052336336,5.374954930345567e-05,1.9383089714652495e-07,0.0006369426751592356,0.22259224731916397,1821.520274170328,3.5403377110694185
223,P04792,0.08292682926829269,0,0.004878048780487805,0.04878048780487805,0.07804878048780488,0.03414634146341464,0.06341463414634146,0.024390243902439025,0.02926829268292683,0,0.03414634146341464,0.07804878048780488,0.00975609756097561,0.00975609756097561,0,0.1024390243902439,0.03414634146341464,0.07804878048780488,0.1024390243902439,0.06829268292682927,0,0.06341463414634146,0.02926829268292683,0,0.024390243902439025,0,0.0878048780487805,"(0.25853658536585367, 0.27804878048780485, 0.24878048780487805)",5.97747802734375,0,0.50512623,0.5298754210000001,0.47543874399999997,0.0007288551654533468,-0.0022149517294695427,4.522213923321373e-05,0.0,0.00012738853503184712,0.20093544556386314,1630.2746392497559,2.180112570356473
224,P10809,0.09947643979057592,0,0.005235602094240838,0.06457242582897033,0.07504363001745201,0.017452006980802792,0.09773123909249563,0.005235602094240838,0.07504363001745201,0,0.0924956369982548,0.08376963350785341,0.031413612565445025,0.034904013961605584,0,0.033158813263525315,0.02966841186736475,0.038394415357766144,0.04363001745200698,0.0593368237347295,0,0.09947643979057592,0.0017452006980802793,0,0.012216404886561954,0,0.031413612565445025,"(0.28970331588132636, 0.2094240837696335, 0.28970331588132636)",5.70257568359375,0,0.46348673100000004,0.5366108470000001,0.42452007,0.00010825282565703712,0.003392127318904291,5.5276350447321536e-05,0.0,0.00012738853503184712,0.18656324175658956,1507.7551948053208,2.259849906191369
225,P02647,0.08614232209737828,0,0.0,0.0599250936329588,0.11235955056179776,0.0299625468164794,0.041198501872659166,0.02247191011235955,0.0,0,0.08239700374531835,0.15355805243445692,0.0149812734082397,0.018726591760299626,0,0.03745318352059925,0.07116104868913857,0.06367041198501873,0.0599250936329588,0.0449438202247191,0,0.05617977528089888,0.018726591760299626,0,0.02621722846441948,0,0.0749063670411985,"(0.28464419475655434, 0.15730337078651685, 0.36704119850187267)",5.55548095703125,0,0.439064976,0.519733776,0.397363564,0.00012397745832338372,0.0006728106094643963,3.1759399346794e-05,0.0,0.00012738853503184712,0.12051909553889475,959.3913281162883,3.905253283302064
226,P05156,0.04974271012006861,0,0.07204116638078903,0.06174957118353345,0.05317324185248713,0.042881646655231566,0.07890222984562607,0.024013722126929676,0.05317324185248713,0,0.07375643224699828,0.06518010291595197,0.018867924528301886,0.0411663807890223,0,0.03259005145797598,0.04459691252144082,0.04631217838765009,0.06003430531732418,0.05660377358490566,0,0.06689536878216124,0.02058319039451115,0,0.03773584905660377,0,0.10120068610634647,"(0.2864493996569468, 0.21269296740994853, 0.1869639794168096)",7.71990966796875,0,0.571063349,0.648508196,0.49869991399999997,0.0006653011565385772,-0.00035044244052336336,3.518632098921651e-05,0.0,0.00012738853503184712,0.2261049156738684,1846.2540043290467,3.1876172607879925
227,Q2I0M5,0.047008547008547015,0,0.09829059829059827,0.02991452991452992,0.059829059829059825,0.02564102564102564,0.1153846153846154,0.021367521367521368,0.02991452991452992,0,0.0641025641025641,0.08547008547008547,0.008547008547008548,0.02564102564102564,0,0.06837606837606837,0.059829059829059825,0.1153846153846154,0.042735042735042736,0.042735042735042736,0,0.02991452991452992,0.01282051282051282,0,0.017094017094017096,0,0.05555555555555555,"(0.20085470085470086, 0.25213675213675213, 0.20085470085470086)",9.38177490234375,0,0.547712921,0.541344457,0.35075610399999996,9.659722641244395e-05,-0.00017522122026168165,8.640499197397031e-05,0.0,0.00012738853503184712,0.2099222767671821,1706.1746392497296,3.393996247654784
228,P01579,0.05421686746987952,0,0.018072289156626502,0.060240963855421686,0.05421686746987952,0.06626506024096386,0.042168674698795185,0.012048192771084338,0.05421686746987952,0,0.12650602409638553,0.08433734939759037,0.030120481927710843,0.060240963855421686,0,0.012048192771084338,0.060240963855421686,0.04819277108433735,0.0783132530120482,0.03614457831325301,0,0.05421686746987952,0.006024096385542169,0,0.042168674698795185,0,0.1144578313253012,"(0.30722891566265054, 0.1927710843373494, 0.22289156626506024)",9.49786376953125,0,0.50951446,0.541344457,0.506770964,1.1824284346209336e-05,-0.00017522122026168165,0.0001233903409653192,5.302991032888971e-06,0.0006369426751592356,0.22461933804132,1833.5638888889441,3.189493433395872
229,P25445,0.03283582089552239,0,0.0626865671641791,0.05074626865671642,0.07761194029850746,0.01791044776119403,0.05074626865671642,0.03283582089552239,0.05373134328358209,0,0.0955223880597015,0.09850746268656717,0.005970149253731343,0.06567164179104477,0,0.03582089552238806,0.041791044776119404,0.04776119402985075,0.059701492537313425,0.08358208955223881,0,0.06567164179104477,0.011940298507462687,0,0.008955223880597015,0,0.03880597014925373,"(0.25671641791044775, 0.21194029850746268, 0.21492537313432836)",8.29095458984375,0,0.56433101,0.515560282,0.58338056,2.383577387915243e-05,-0.002803539524186907,9.60621207450817e-05,0.0,0.00012738853503184712,0.15330841395640987,1227.8179403929335,2.396810506566604
230,P31785,0.029810298102981032,0,0.027100271002710032,0.032520325203252036,0.06504065040650407,0.043360433604336036,0.04607046070460705,0.03523035230352303,0.027100271002710032,0,0.04065040650406504,0.13008130081300814,0.016260162601626018,0.05691056910569105,0,0.07588075880758807,0.051490514905149054,0.03523035230352303,0.0948509485094851,0.07046070460704608,0,0.054200542005420065,0.032520325203252036,0,0.03523035230352303,0,0.11111111111111112,"(0.3224932249322493, 0.27371273712737126, 0.24119241192411928)",5.90069580078125,0,0.580926119,0.564152845,0.49147862600000003,9.169203614685736e-05,-0.00017522122026168165,0.00011676458626555305,0.00025334717700166795,0.0005095541401273885,0.2426135000899827,1997.0119408369326,3.1257035647279547
231,P05231,0.08490566037735849,0,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.051886792452830184,0.0330188679245283,0.009433962264150943,0.042452830188679236,0,0.0660377358490566,0.1320754716981132,0.02830188679245283,0.051886792452830184,0,0.051886792452830184,0.0660377358490566,0.042452830188679236,0.08962264150943396,0.061320754716981125,0,0.03773584905660377,0.0047169811320754715,0,0.014150943396226415,0,0.07075471698113207,"(0.2830188679245283, 0.22641509433962265, 0.3207547169811321)",6.17413330078125,0,0.488945939,0.410316147,0.610253928,1.6634033711285378e-05,-0.00017522122026168165,9.984343668852708e-05,0.0,0.00012738853503184712,0.00016985138004246283,1.5,3.406191369606004
232,P48023,0.03202846975088968,0,0.014234875444839857,0.014234875444839857,0.046263345195729534,0.039145907473309614,0.06761565836298933,0.02491103202846975,0.014234875444839857,0,0.05693950177935943,0.12455516014234876,0.04270462633451957,0.03558718861209965,0,0.1387900355871886,0.04270462633451957,0.039145907473309614,0.09252669039145907,0.04270462633451957,0,0.06761565836298933,0.014234875444839857,0,0.0498220640569395,0,0.10320284697508897,"(0.3096085409252669, 0.33451957295373663, 0.24555160142348753)",9.40728759765625,0,0.504363922,0.526862293,0.6755472109999999,0.00024071689090667285,-0.003504424405233642,5.259163348704956e-05,0.0011763301324303782,0.0025477707006369425,0.25997306966809725,2165.6658730158388,2.424953095684803
233,P22301,0.05617977528089888,0,0.033707865168539325,0.0449438202247191,0.07303370786516854,0.05617977528089888,0.0449438202247191,0.02247191011235955,0.03932584269662921,0,0.07303370786516854,0.1348314606741573,0.0449438202247191,0.06741573033707865,0,0.033707865168539325,0.05617977528089888,0.05617977528089888,0.06179775280898876,0.033707865168539325,0,0.03932584269662921,0.0,0,0.02808988764044944,0,0.08426966292134831,"(0.29775280898876405, 0.20786516853932585, 0.3089887640449438)",8.19305419921875,0,0.46549201799999995,0.541344457,0.556612007,2.9727238808614507e-05,-0.00035044244052336336,7.92281301477866e-05,5.270421499990667e-06,0.00025477707006369424,0.1750468825607553,1408.9369408370455,3.378986866791745
234,Q13651,0.06055363321799308,0,0.02249134948096886,0.04498269896193772,0.06920415224913495,0.04325259515570934,0.07612456747404844,0.029411764705882356,0.034602076124567484,0,0.03633217993079585,0.11937716262975777,0.006920415224913495,0.034602076124567484,0,0.07439446366782007,0.039792387543252594,0.039792387543252594,0.11418685121107268,0.06228373702422145,0,0.05536332179930796,0.015570934256055362,0,0.020761245674740483,0,0.07958477508650519,"(0.2889273356401384, 0.2993079584775087, 0.2560553633217993)",5.22833251953125,0,0.470792039,0.6819255479999999,0.492760824,1.2260052809446375e-05,-0.00035044244052336336,3.4439886606011576e-05,0.0016175719449151096,0.002675159235668789,0.2880631211289432,2415.709920634918,2.9409005628517826
235,P20839,0.08365758754863813,0,0.013618677042801557,0.0622568093385214,0.04863813229571985,0.0311284046692607,0.10116731517509728,0.02140077821011673,0.07003891050583658,0,0.06420233463035019,0.08754863813229571,0.03501945525291829,0.017509727626459144,0,0.033073929961089495,0.044747081712062264,0.04085603112840467,0.07003891050583658,0.060311284046692615,0,0.08171206225680934,0.0,0,0.033073929961089495,0,0.06420233463035019,"(0.30350194552529186, 0.2217898832684825, 0.25486381322957197)",6.43475341796875,0,0.582866864,0.601618348,0.621642995,1.4715250597837626e-05,0.0013736954905111242,9.07475413061121e-05,0.0,0.00025477707006369424,0.2309356101145568,1887.8230519480805,2.8348968105065664
236,P06213,0.04775687409551375,0,0.03400868306801737,0.050651230101302465,0.07670043415340087,0.0426917510853835,0.06657018813314038,0.026772793053545588,0.04775687409551375,0,0.048480463096960934,0.0984081041968162,0.02170767004341534,0.05209840810419682,0,0.0593342981186686,0.027496382054992764,0.0593342981186686,0.07597684515195369,0.049927641099855286,0,0.06295224312590449,0.01447178002894356,0,0.03690303907380608,0,0.09406657018813314,"(0.3031837916063676, 0.2539797395079595, 0.24457308248914617)",5.82843017578125,0,0.49322658,0.465288456,0.38197250200000005,1.0511512592941396e-07,-0.0009041803728907484,0.00013734347046098132,0.002746767607086459,0.003821656050955413,0.28259202609481404,2386.0134920634828,2.4333958724202627
237,P52945,0.1236749116607774,0,0.01060070671378092,0.02120141342756184,0.08833922261484099,0.02826855123674912,0.08480565371024736,0.02826855123674912,0.01413427561837456,0,0.04593639575971732,0.0812720848056537,0.0176678445229682,0.02120141342756184,0,0.1696113074204947,0.04593639575971732,0.0636042402826855,0.038869257950530034,0.02826855123674912,0,0.04240282685512368,0.0176678445229682,0,0.02826855123674912,0,0.07420494699646643,"(0.21201413427561835, 0.31448763250883394, 0.31095406360424027)",7.10211181640625,0,0.464692922,0.678138846,0.48143729799999996,5.861935840908367e-48,-0.0008761061013084105,0.00010612735427458322,1.6167884321767662e-05,0.00025477707006369424,0.25428003178323233,2098.990079365043,2.6529080675422136
238,P10914,0.05230769230769231,0,0.018461538461538463,0.07692307692307693,0.06769230769230769,0.021538461538461538,0.04923076923076923,0.015384615384615384,0.04923076923076923,0,0.07076923076923076,0.07692307692307693,0.033846153846153845,0.036923076923076927,0,0.08923076923076922,0.04,0.04615384615384616,0.1046153846153846,0.05538461538461538,0,0.04615384615384616,0.02769230769230769,0,0.021538461538461538,0,0.07076923076923076,"(0.24307692307692308, 0.27999999999999997, 0.23076923076923078)",5.22357177734375,0,0.514127839,0.6723700779999999,0.6234963960000001,1.0885219019471775e-05,0.000995178778405416,5.225058200880016e-05,8.928875112817606e-06,0.0006369426751592356,0.23739482587449498,1957.5051948052053,2.302063789868668
239,Q15306,0.057649667405764965,0,0.028824833702882482,0.05543237250554324,0.07095343680709534,0.03991130820399113,0.06873614190687362,0.037694013303769404,0.03991130820399113,0,0.04878048780487805,0.09090909090909093,0.01995565410199556,0.03325942350332594,0,0.08425720620842572,0.0598669623059867,0.06651884700665188,0.06208425720620842,0.037694013303769404,0,0.03325942350332594,0.01995565410199556,0,0.044345898004434586,0,0.10421286031042128,"(0.2682926829268293, 0.24833702882483372, 0.2394678492239468)",6.39227294921875,0,0.48692190799999996,0.6194270479999999,0.606342568,2.300315961063514e-07,0.0016960636594521466,3.1388586507803165e-05,0.004915158141736095,0.00662420382165605,0.30694974520697044,2587.70873015876,2.519699812382739
240,Q13568,0.056224899598393566,0,0.02008032128514056,0.046184738955823285,0.07228915662650602,0.04016064257028112,0.060240963855421686,0.018072289156626502,0.03815261044176707,0,0.04417670682730924,0.1144578313253012,0.01606425702811245,0.028112449799196783,0,0.13654618473895586,0.07228915662650602,0.05421686746987952,0.056224899598393566,0.03815261044176707,0,0.046184738955823285,0.02208835341365462,0,0.02008032128514056,0,0.0823293172690763,"(0.28112449799196787, 0.28112449799196787, 0.25903614457831325)",5.54022216796875,0,0.5214358889999999,0.7436084470000001,0.5996786470000001,1.1365860877227864e-07,0.0011703999986670995,7.08234559755891e-05,0.00037348068408637233,0.002675159235668789,0.2711457355292207,2259.9373015872698,2.377110694183865
241,O14896,0.044967880085653104,0,0.021413276231263385,0.057815845824411134,0.0728051391862955,0.03854389721627409,0.0556745182012848,0.019271948608137045,0.057815845824411134,0,0.059957173447537475,0.08779443254817987,0.0278372591006424,0.029978586723768737,0,0.1006423982869379,0.07494646680942184,0.03854389721627409,0.06423982869379015,0.03640256959314775,0,0.059957173447537475,0.023554603854389726,0,0.0278372591006424,0,0.08993576017130621,"(0.2955032119914347, 0.2505353319057816, 0.23340471092077086)",5.17852783203125,0,0.536305654,0.6510276420000001,0.659815356,5.861935840908367e-48,-0.00017522122026168165,0.00021299806949050905,2.6759357234130012e-05,0.0007643312101910827,0.2414737211710672,1988.4448773448746,3.1613508442776737
242,P35568,0.07971014492753623,0,0.016908212560386472,0.03945249597423511,0.051529790660225436,0.02254428341384863,0.10386473429951693,0.03784219001610306,0.02254428341384863,0,0.033011272141706925,0.06280193236714976,0.025764895330112718,0.028180354267310786,0,0.10144927536231883,0.03542673107890499,0.06924315619967794,0.14653784219001612,0.04830917874396135,0,0.043478260869565216,0.005636070853462158,0,0.025764895330112718,0,0.05394524959742352,"(0.18276972624798712, 0.38003220611916266, 0.21980676328502413)",8.82696533203125,0,0.513787223,0.594890265,0.414756925,0.0009154717999030836,0.006139518299926562,7.264885353727103e-05,0.0008930748334564293,0.0008917197452229297,0.2133961966881348,1741.1178932179764,2.313320825515948
243,P08514,0.07988450433108757,0,0.019249278152069296,0.049085659287776716,0.05678537054860443,0.03368623676612127,0.08854667949951876,0.02213666987487969,0.02791145332050048,0,0.02309913378248316,0.1260827718960539,0.012512030798845044,0.0356111645813282,0,0.07314725697786333,0.059672762271414825,0.0519730510105871,0.07218479307025986,0.0356111645813282,0,0.08662175168431184,0.019249278152069296,0,0.02694898941289701,0,0.07988450433108757,"(0.32050048123195374, 0.2694898941289702, 0.27526467757459094)",5.20782470703125,0,0.48107038,0.44509751200000003,0.49714659299999997,0.0001858586075326609,-0.0007008848810467267,5.9049750651639084e-05,0.0,0.00012738853503184712,0.16384428788315272,1312.8496392496934,2.9071294559099434
244,Q13683,0.0838272650296359,0,0.018628281117696863,0.05757832345469941,0.05927180355630821,0.03640982218458933,0.09060118543607112,0.023708721422523286,0.03725656223539373,0,0.03217612193056731,0.1151566469093988,0.01778154106689246,0.027095681625740897,0,0.06689246401354784,0.05080440304826418,0.05927180355630821,0.07451312447078746,0.03302286198137172,0,0.07705334462320068,0.015241320914479255,0,0.023708721422523286,0,0.07535986452159188,"(0.30482641828958507, 0.2591024555461473, 0.2760372565622354)",5.46856689453125,0,0.46712995399999996,0.457944762,0.78717383,1.1179073196928932e-05,-0.00035044244052336336,3.1388586507803165e-05,0.0,0.00025477707006369424,0.1744030987952572,1403.0821789322813,2.7514071294559104
245,P05107,0.048114434330299084,0,0.0741222366710013,0.05461638491547464,0.059817945383615075,0.03641092327698309,0.09102730819245773,0.016905071521456438,0.04421326397919376,0,0.053315994798439535,0.09492847854356308,0.013003901170351105,0.05201560468140442,0,0.05201560468140442,0.048114434330299084,0.05851755526657997,0.0611183355006502,0.05071521456436931,0,0.05851755526657997,0.006501950585175552,0,0.02600780234070221,0,0.06892067620286085,"(0.2665799739921977, 0.25617685305591675, 0.21586475942782835)",6.66497802734375,0,0.47319884799999995,0.476405564,0.430880693,0.0003629076469643882,0.0016960636594521446,0.0001650381956176193,0.0021402771760099413,0.003439490445859873,0.28613432726277305,2399.7265873015745,2.3367729831144466
246,P26440,0.10093896713615023,0,0.02112676056338028,0.04225352112676056,0.05868544600938967,0.035211267605633804,0.10328638497652584,0.025821596244131457,0.051643192488262914,0,0.056338028169014086,0.11032863849765258,0.035211267605633804,0.046948356807511735,0,0.03286384976525822,0.039906103286384983,0.051643192488262914,0.04929577464788732,0.03286384976525822,0,0.061032863849765265,0.009389671361502348,0,0.035211267605633804,0,0.07981220657276998,"(0.3028169014084507, 0.2323943661971831, 0.30516431924882625)",8.26617431640625,0,0.796923678,0.566836111,0.37083104100000003,0.0006208834495088403,-0.00017522122026168165,3.111208374890652e-05,1.4899991288067111e-05,0.0005095541401273885,0.25964246701494625,2149.5662698412307,3.455909943714822
247,O60674,0.04593639575971732,0,0.02385159010600707,0.05035335689045936,0.07597173144876325,0.04770318021201413,0.05477031802120141,0.029151943462897525,0.06713780918727916,0,0.06978798586572438,0.09628975265017667,0.026501766784452298,0.05830388692579505,0,0.045053003533568906,0.039752650176678436,0.0530035335689046,0.0636042402826855,0.04770318021201413,0,0.04946996466431095,0.012367491166077738,0,0.04328621908127209,0,0.10335689045936396,"(0.31625441696113077, 0.2217314487632509, 0.24469964664310956)",6.81719970703125,0,0.49060021200000004,0.508470348,0.42294787899999997,3.160291977034218e-05,-0.0002594440350087102,0.0001018798050064703,0.00044956598358433396,0.0015286624203821654,0.26682464873583744,2217.8956349205982,2.292682926829268
248,P14923,0.09932885906040267,0,0.0174496644295302,0.05100671140939597,0.05771812080536912,0.009395973154362415,0.049664429530201344,0.024161073825503355,0.04563758389261745,0,0.04295302013422818,0.12483221476510067,0.0348993288590604,0.052348993288590606,0,0.053691275167785234,0.052348993288590606,0.04697986577181208,0.06442953020134229,0.06577181208053691,0,0.07114093959731542,0.006711409395973154,0,0.029530201342281882,0,0.04563758389261745,"(0.287248322147651, 0.22013422818791947, 0.31677852348993285)",5.75421142578125,0,0.467519256,0.434188969,0.430958843,0.0002390269462104162,0.003567348539165986,3.0133639411507134e-05,0.0,0.00012738853503184712,0.17462269786957413,1409.8063852814869,2.300187617260788
249,Q15046,0.06365159128978225,0,0.01340033500837521,0.05695142378559464,0.09212730318257956,0.04187604690117253,0.06030150753768844,0.031825795644891124,0.06700167504187604,0,0.08040201005025126,0.08877721943048576,0.035175879396984924,0.04187604690117253,0,0.051926298157453935,0.031825795644891124,0.04857621440536013,0.03685092127303183,0.06365159128978225,0,0.05360134003350084,0.0033500837520938024,0,0.03685092127303183,0,0.08207705192629816,"(0.2914572864321608, 0.19095477386934676, 0.2797319932998325)",5.94024658203125,0,0.470405326,0.558247749,0.435568575,0.004729029312478908,-0.0022778758634018664,0.00012076812452318188,7.9348009290044e-05,0.0007643312101910827,0.2476655636743081,2045.6738455988213,2.593808630393996
250,Q09470,0.05858585858585859,0,0.016161616161616158,0.04646464646464647,0.08484848484848485,0.0707070707070707,0.0505050505050505,0.01818181818181818,0.08080808080808081,0,0.03838383838383838,0.08282828282828282,0.026262626262626262,0.04646464646464647,0,0.04444444444444445,0.032323232323232316,0.056565656565656576,0.07676767676767676,0.05252525252525252,0,0.07272727272727272,0.008080808080808079,0,0.03636363636363636,0,0.11515151515151514,"(0.35151515151515156, 0.21818181818181817, 0.25252525252525254)",5.07757568359375,0,0.444203639,0.508816645,0.594265206,0.0003684040890907773,-0.00017522122026168165,0.00011955571566006604,0.00014133025692129067,0.0014012738853503186,0.26580185147094765,2209.9575396825044,2.823639774859287
251,P22460,0.07504078303425775,0,0.01631321370309951,0.04567699836867863,0.07177814029363784,0.057096247960848286,0.09787928221859707,0.01468189233278956,0.053833605220228384,0,0.026101141924959215,0.10114192495921696,0.01468189233278956,0.02773246329526917,0,0.0864600326264274,0.03915171288743882,0.0766721044045677,0.057096247960848286,0.04730831973898858,0,0.0636215334420881,0.0065252854812398045,0,0.021207177814029362,0,0.08482871125611746,"(0.30342577487765093, 0.26916802610114193, 0.2626427406199021)",5.68341064453125,0,0.487039843,0.48321605700000003,0.49125564899999996,0.0002361640481916032,0.00014714694867935083,5.6120930511707154e-05,1.1392200825585112e-05,0.0003821656050955413,0.2281188851595579,1871.726623376657,2.3874296435272044
252,O75251,0.10328638497652584,0,0.023474178403755867,0.04225352112676056,0.023474178403755867,0.018779342723004692,0.07981220657276995,0.014084507042253518,0.03755868544600939,0,0.03286384976525822,0.07511737089201878,0.046948356807511735,0.014084507042253518,0,0.07981220657276995,0.03755868544600939,0.10328638497652584,0.07511737089201878,0.028169014084507043,0,0.09859154929577464,0.014084507042253518,0,0.051643192488262914,0,0.08450704225352113,"(0.29577464788732394, 0.24882629107981222, 0.24882629107981222)",10.02020263671875,0,0.463322489,0.5052863879999999,0.476451201,0.0006666438468406416,-0.0008761061013084105,4.887695388405117e-05,0.0011808565194585624,0.005350318471337579,0.28391280461686874,2378.824206349193,3.072232645403377
253,Q2M1P5,0.09233060312732687,0,0.011913626209977662,0.03127326880119136,0.12211466865227105,0.014892032762472078,0.07297096053611317,0.02084884586746091,0.027550260610573345,0,0.043186895011169034,0.12732688011913626,0.01563663440059568,0.024571854058078928,0,0.04244229337304542,0.0766939687267312,0.10275502606105734,0.06999255398361877,0.03127326880119136,0,0.052866716306775884,0.007446016381236039,0,0.011913626209977662,0,0.034251675353685784,"(0.24199553239017127, 0.20997766195085632, 0.3574087862993299)",6.37054443359375,0,0.595797745,0.5096663370000001,0.524130789,5.861935840908367e-48,-0.0005256636607850452,3.2831101494724014e-05,2.4341246417816165e-05,0.00025477707006369424,0.23686695880655195,1945.9567460317605,2.9624765478424013
254,Q49MI3,0.07526881720430108,0,0.023297491039426525,0.03942652329749104,0.07706093189964157,0.04301075268817205,0.06451612903225806,0.026881720430107527,0.053763440860215055,0,0.05913978494623656,0.1093189964157706,0.023297491039426525,0.041218637992831535,0,0.057347670250896064,0.041218637992831535,0.06810035842293907,0.06451612903225806,0.04301075268817205,0,0.06093189964157706,0.012544802867383513,0,0.016129032258064516,0,0.07168458781362007,"(0.29569892473118287, 0.2275985663082437, 0.28494623655913975)",8.57305908203125,0,0.61388011,0.549820668,0.28158061,7.655600143839323e-05,-0.00017522122026168165,8.213406032862065e-05,0.0005758201005211155,0.001019108280254777,0.20196237288361035,1640.4044011545193,2.673545966228893
255,P15382,0.05426356589147287,0,0.007751937984496123,0.031007751937984492,0.06976744186046513,0.04651162790697674,0.05426356589147287,0.02325581395348837,0.03875968992248062,0,0.05426356589147287,0.10852713178294572,0.031007751937984492,0.04651162790697674,0,0.05426356589147287,0.04651162790697674,0.04651162790697674,0.09302325581395347,0.062015503875968984,0,0.06976744186046513,0.015503875968992246,0,0.04651162790697674,0,0.10852713178294572,"(0.32558139534883723, 0.24806201550387597, 0.26356589147286824)",6.82781982421875,0,0.531220374,0.47486879299999996,0.47094992399999996,9.207146486802797e-06,0.0013736954905111262,4.06876741624841e-05,0.0,0.00012738853503184712,0.17922116938276886,1441.2972582973773,2.8367729831144466
256,Q12809,0.08024158757549611,0,0.020707506471095767,0.04745470232959448,0.05176876617773943,0.03968938740293356,0.08024158757549611,0.02415875754961173,0.04831751509922347,0,0.030198446937014668,0.1087144089732528,0.020707506471095767,0.030198446937014668,0,0.08283002588438307,0.02933563416738568,0.07333908541846419,0.08886971527178603,0.05090595340811044,0,0.057808455565142365,0.010353753235547884,0,0.02415875754961173,0,0.07420189818809317,"(0.28904227782571185, 0.28213977566867987, 0.2614322691975841)",8.19586181640625,0,0.539650224,0.5068773010000001,0.491175698,0.0005674116939239287,0.0008480318297260755,0.001405816083041532,7.7996409866247e-06,0.00025477707006369424,0.2465937061336637,2030.0230158729955,2.4455909943714818
257,P48048,0.056265984654731455,0,0.023017902813299237,0.03836317135549872,0.05370843989769821,0.08184143222506395,0.05115089514066496,0.028132992327365727,0.07672634271099744,0,0.05882352941176471,0.08951406649616367,0.020460358056265983,0.05115089514066496,0,0.028132992327365727,0.023017902813299237,0.056265984654731455,0.0639386189258312,0.07672634271099744,0,0.0792838874680307,0.015345268542199487,0,0.028132992327365727,0,0.12531969309462915,"(0.37084398976982097, 0.19437340153452687, 0.21994884910485935)",9.03411865234375,0,0.530905635,0.47271859899999996,0.47948394899999996,7.861356820935809e-08,-0.0005256636607850452,5.22552625851604e-05,0.0,0.00012738853503184712,0.2390392727804519,1956.7793650793667,2.797373358348968
258,P63252,0.06557377049180327,0,0.030444964871194382,0.060889929742388764,0.07259953161592506,0.053864168618266976,0.053864168618266976,0.02576112412177986,0.07259953161592506,0,0.05152224824355972,0.07728337236533958,0.02576112412177986,0.042154566744730684,0,0.032786885245901634,0.02576112412177986,0.053864168618266976,0.07494145199063232,0.05152224824355972,0,0.08430913348946135,0.01405152224824356,0,0.030444964871194382,0,0.09836065573770493,"(0.33255269320843095, 0.20374707259953162, 0.2412177985948478)",5.47296142578125,0,0.487801552,0.461462838,0.43231490899999997,0.000338612189538068,-0.00035044244052336336,0.00021497852957420407,0.0002465322776320242,0.00025477707006369424,0.22044924115908207,1795.5325757576395,2.823639774859287
259,P51787,0.07840236686390532,0,0.013313609467455622,0.03698224852071006,0.04142011834319527,0.04585798816568047,0.08284023668639054,0.02366863905325444,0.05473372781065089,0,0.05325443786982249,0.09615384615384616,0.014792899408284025,0.014792899408284025,0,0.07100591715976333,0.038461538461538464,0.07396449704142012,0.07988165680473372,0.05325443786982249,0,0.08136094674556213,0.017751479289940832,0,0.028106508875739646,0,0.09171597633136094,"(0.32396449704142016, 0.2485207100591716, 0.23076923076923078)",9.87860107421875,0,0.48082961700000004,0.528866801,0.437725761,1.961722981632029e-05,0.002221727320237178,7.59681618145857e-05,9.484972764821235e-06,0.0005095541401273885,0.2366305646360864,1948.022619047631,2.4915572232645404
260,Q6VVB1,0.09367088607594937,0,0.043037974683544304,0.04810126582278481,0.045569620253164564,0.043037974683544304,0.09113924050632913,0.045569620253164564,0.035443037974683546,0,0.035443037974683546,0.10379746835443038,0.010126582278481013,0.017721518987341773,0,0.05569620253164557,0.030379746835443037,0.05569620253164557,0.06329113924050632,0.06329113924050632,0,0.10126582278481013,0.010126582278481013,0,0.007594936708860759,0,0.060759493670886074,"(0.3012658227848102, 0.22784810126582278, 0.25316455696202533)",6.99017333984375,0,0.552917119,0.680081932,0.635626561,0.0013969532948756125,-0.0012265485418317742,0.00031023187690801387,4.2980717198145916e-06,0.00025477707006369424,0.19492464725591688,1579.0159090910342,2.50187617260788
